x_positions,y_positions
1160,374
1154,376
1152,376
1154,375
1155,374
1156,374
1157,371
1157,365
1158,361
1159,359
1157,356
1156,353
1158,349
1161,347
1158,342
1154,342
1150,339
1146,338
1142,337
1133,338
1127,338
1123,337
1120,338
1119,341
1112,344
1105,345
1099,343
1092,346
1089,347
1085,347
1079,349
1071,349
1065,349
1061,350
1057,349
1052,350
1049,350
1048,349
1044,349
1040,349
1038,351
1034,352
1030,353
1027,354
1023,355
1020,357
1020,359
1013,362
1008,362
1006,361
1003,360
1000,359
997,358
994,358
996,357
995,358
993,358
993,357
994,358
992,359
991,358
990,357
985,356
983,354
981,351
979,349
979,346
980,343
979,337
977,336
974,335
968,334
964,335
959,335
953,336
954,336
950,335
947,334
943,333
938,334
933,333
927,334
920,337
911,338
904,342
899,343
894,344
888,346
882,346
875,346
872,347
867,348
863,351
860,352
855,351
854,352
852,353
851,353
854,354
852,353
849,354
849,352
847,351
842,351
844,351
843,350
844,349
845,348
844,347
841,347
840,346
836,345
830,344
824,344
816,345
810,347
810,348
806,348
806,349
810,351
814,352
812,353
814,353
811,353
809,353
811,353
810,355
811,355
812,355
816,355
816,353
811,353
814,352
810,351
806,349
805,349
806,351
805,351
805,351
809,350
809,349
809,350
816,349
818,348
815,348
811,343
807,339
802,334
798,334
792,332
785,331
780,330
774,330
766,331
763,333
759,335
758,337
756,338
757,338
761,338
762,339
764,339
760,340
763,340
761,343
754,344
753,345
749,345
746,347
742,349
737,350
732,351
724,352
715,352
706,355
703,356
697,357
694,358
690,359
691,361
700,364
700,365
703,366
708,366
702,365
707,364
706,364
707,363
708,362
710,363
718,361
719,360
717,360
718,363
719,364
724,362
720,361
721,362
722,363
720,364
716,365
709,367
706,368
715,370
710,373
700,375
704,374
698,374
694,377
681,381
669,383
676,380
670,381
666,384
665,385
667,387
665,389
666,390
665,391
652,394
650,394
654,398
650,401
649,404
645,405
644,405
643,407
643,406
639,405
640,407
640,407
638,407
639,407
637,406
640,406
645,408
647,410
656,412
661,410
665,411
670,412
673,413
678,410
678,407
672,407
672,405
671,401
667,400
666,396
666,396
664,392
661,393
659,391
657,387
656,383
656,381
655,380
650,377
650,376
647,376
648,374
650,374
646,366
645,364
639,355
637,350
638,344
632,344
631,341
627,338
622,334
617,332
613,330
616,328
615,325
612,325
611,322
607,323
608,320
602,322
603,323
603,323
601,326
598,330
595,333
590,338
590,343
589,349
589,353
586,355
588,358
588,361
585,361
583,361
581,362
577,364
576,368
572,373
574,374
573,374
567,371
567,366
564,364
565,365
561,365
558,362
554,364
544,365
535,362
532,359
529,357
525,356
519,352
522,345
519,345
517,343
515,344
505,346
506,344
500,347
497,346
497,339
495,338
498,339
497,337
486,339
485,335
480,335
478,337
472,337
471,337
466,336
466,337
473,339
471,339
472,339
473,341
477,340
476,338
477,337
475,335
472,333
465,333
461,332
464,332
461,332
459,334
458,338
455,342
456,343
454,347
454,349
449,353
440,353
440,354
436,356
434,359
431,362
437,366
433,367
426,367
419,373
430,372
431,373
430,374
431,377
433,378
435,379
437,381
437,380
433,380
444,381
457,383
464,385
465,383
466,382
464,380
471,376
468,373
463,367
459,367
464,370
460,370
453,365
454,363
462,354
465,350
460,339
450,328
442,325
436,325
432,328
432,329
438,329
437,329
437,325
428,326
